Course Code,Course Name,CRN,Type,Section,Time,Day,Instructor,Room Number,Building
ERAM 572,Case Studies in Educational Ethics,79472,Lecture-Discussion,A,01:00PM - 03:50PM,M,"Taylor, R",385,Education Building
ERAM 574,Education Law,77056,Lecture-DiscussionLecture-DiscussionOnline,B  B  B,01:00PM - 04:00PM130001:00PM - 04:00PM173005:30PM - 09:30PM,S      S      R,"Alexander, SAlexander, SAlexander, S",,
ESE 103,Earth's Physical Systems,76876,Laboratory-Discussion,AB1,02:00PM - 03:20PM,R,,,
ESE 103,Earth's Physical Systems,76877,Laboratory-Discussion,AB2,09:30AM - 10:50AM,F,,,
ESE 103,Earth's Physical Systems,76875,Lecture,AE1,09:30AM - 10:50AM,TR,"Wang, J",259,English Building
ESE 106,Geographies of Globalization,57414,Lecture,A,01:00PM - 01:50PM,MWF,,1306,Everitt Laboratory
ESE 118,Natural Disasters,58689,Lecture,A,01:00PM - 01:50PM,MWF,"Johnson, TMonson, C",2079,Natural History Building
ESE 140,Climate and Global Change,57760,Lecture,A,12:30PM - 01:50PM,TR,"Proistosescu, CSkocinski, J",100,Gregory Hall
ESE 143,History of Life,60038,Laboratory,AB2,10:00AM - 11:50AM,T,"Christie, MWoodrich, H",121,Davenport Hall
ESE 143,History of Life,60042,Laboratory,AB7,03:00PM - 04:50PM,W,"Christie, MHuffaker, J",121,Davenport Hall
ESE 143,History of Life,60043,Laboratory,ABA,01:00PM - 02:50PM,R,"Christie, MHuffaker, J",121,Davenport Hall
ESE 143,History of Life,59142,Lecture,AL1,02:00PM - 02:50PM,MW,"Christie, M",161,Noyes Laboratory
ESE 200,Earth Systems,58311,Lecture,A,02:00PM - 03:20PM,TR,"Meghani, N",2020,Natural History Building
ESE 208,History of the Earth System,61112,Laboratory,AB2,01:00PM - 02:50PM,R,"Christie, MStiegman, M",1022,Natural History Building
ESE 208,History of the Earth System,61113,Lecture,AL1,10:00AM - 10:50AM,MWF,"Christie, M",,
ESE 210,Social & Environmental Issues,67830,Lecture,A1,10:00AM - 10:50AM,MWF,"Alvarado, N",1306,Everitt Laboratory
ESE 289,Environment & Sustainability Field Study,64426,Conference,A,05:00PM - 06:20PM,R,"Kanter, R",2020,Natural History Building
ESE 311,Environmental Issues Today,79374,Lecture-Discussion,A,09:30AM - 10:50AM,TR,"Meghani, N",2078,Natural History Building
ESE 360,Environmental Writing,61958,Lecture,A,12:30PM - 01:50PM,TR,"Kanter, R",205,Gregory Hall
ESE 379,Introduction to Geographic Information Systems,61980,Lecture,HYB,02:00PM - 03:50PM,W,"Minn, M",319,Gregory Hall
ESE 380,Geographic Information Systems II,73078,Laboratory-Discussion,A,02:00PM - 03:20PM,TR,"Minn, M",1020,Natural History Building
ESE 410,Green Development,75258,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Brown, C",336,Davenport Hall
ESE 470,Introduction to Hydrogeology,58301,Lecture,C,11:00AM - 12:20PM,TR,"Druhan, J",1047,Sidney Lu Mech Engr Bldg
ESE 477,Advanced Environmental Writing,69328,Lecture-Discussion,P,02:00PM - 03:15PM,TR,"Wood, G",113,Davenport Hall
ESL 110,English Pronunciation & Oral Fluency,31699,Lecture-Discussion,B,09:00AM - 09:50AM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 110,English Pronunciation & Oral Fluency,31700,Lecture-Discussion,C,02:00PM - 02:50PM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 110,English Pronunciation & Oral Fluency,31703,Lecture-Discussion,E,03:00PM - 03:50PM,MWF,"Faivre, SFranks, S",1024,"Literatures, Cultures, & Ling"
ESL 110,English Pronunciation & Oral Fluency,31705,Lecture-Discussion,F,10:00AM - 10:50AM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 110,English Pronunciation & Oral Fluency,48670,Lecture-Discussion,G,01:00PM - 01:50PM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 110,English Pronunciation & Oral Fluency,78782,Lecture-Discussion,H,03:00PM - 03:50PM,MWF,"Faivre, SFranks, S",1136,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62264,Lecture-Discussion,A,08:00AM - 08:50AM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62265,Lecture-Discussion,B,09:00AM - 09:50AM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62266,Lecture-Discussion,C,10:00AM - 10:50AM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62267,Lecture-Discussion,D,09:00AM - 09:50AM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62268,Lecture-Discussion,E,01:00PM - 01:50PM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62269,Lecture-Discussion,F,01:00PM - 01:50PM,MWF,"Faivre, SHouston, A",,
ESL 111,Intro to Academic Writing I,62270,Lecture-Discussion,G,03:00PM - 03:50PM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62271,Lecture-Discussion,H,03:00PM - 03:50PM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62273,Lecture-Discussion,J,02:00PM - 02:50PM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62274,Lecture-Discussion,K,04:00PM - 04:50PM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62275,Lecture-Discussion,N,09:00AM - 09:50AM,MWF,"Faivre, S",23,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62276,Lecture-Discussion,O,01:00PM - 01:50PM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62277,Lecture-Discussion,P,02:00PM - 02:50PM,MWF,"Faivre, S",7,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62278,Lecture-Discussion,Q,09:00AM - 09:50AM,MWF,"Faivre, S",17,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62279,Lecture-Discussion,R,11:00AM - 11:50AM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62550,Lecture-Discussion,S,03:00PM - 03:50PM,MWF,"Faivre, S",23,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,62280,Lecture-Discussion,T,04:00PM - 04:50PM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,71049,Lecture-Discussion,U,04:00PM - 04:50PM,MWF,"Faivre, S",7,"Literatures, Cultures, & Ling"
ESL 111,Intro to Academic Writing I,71050,Lecture-Discussion,V,10:00AM - 10:50AM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 112,Intro to Academic Writing II,63558,Lecture-Discussion,B,11:00AM - 11:50AM,MWF,"Faivre, S",52,"Literatures, Cultures, & Ling"
ESL 112,Intro to Academic Writing II,63557,Lecture-Discussion,C,04:00PM - 04:50PM,MWF,"Faivre, S",,
ESL 112,Intro to Academic Writing II,63840,Lecture-Discussion,D,02:00PM - 02:50PM,MWF,"Faivre, S",23,"Literatures, Cultures, & Ling"
ESL 112,Intro to Academic Writing II,69203,Lecture-Discussion,E,10:00AM - 10:50AM,MWF,"Faivre, S",23,"Literatures, Cultures, & Ling"
ESL 115,Principles of Academic Writing,60558,Lecture-Discussion,A,10:00AM - 10:50AM,MWF,"Faivre, S",,
ESL 115,Principles of Academic Writing,60864,Lecture-Discussion,B1,02:00PM - 02:50PM,MWF,"Faivre, S",13,"Literatures, Cultures, & Ling"
ESL 115,Principles of Academic Writing,60559,Lecture-Discussion,B,11:00AM - 11:50AM,MWF,"Faivre, S",,
ESL 115,Principles of Academic Writing,60560,Lecture-Discussion,C,03:00PM - 03:50PM,MWF,"Faivre, S",7,"Literatures, Cultures, & Ling"
ESL 115,Principles of Academic Writing,69288,Lecture-Discussion,E,02:00PM - 02:50PM,MWF,"Faivre, S",,
ESL 115,Principles of Academic Writing,30301,Lecture-Discussion,G,01:00PM - 01:50PM,MWF,,27,"Literatures, Cultures, & Ling"
ESL 115,Principles of Academic Writing,52673,Lecture-Discussion,J,11:00AM - 11:50AM,MWF,"Faivre, S",17,"Literatures, Cultures, & Ling"
ESL 115,Principles of Academic Writing,52674,Lecture-Discussion,K,09:00AM - 09:50AM,MWF,"Faivre, S",,
ESL 115,Principles of Academic Writing,52676,Lecture-Discussion,M,03:00PM - 03:50PM,MWF,"Faivre, S",,
ESL 115,Principles of Academic Writing,52677,Lecture-Discussion,N,04:00PM - 04:50PM,MWF,"Faivre, S",23,"Literatures, Cultures, & Ling"
ESL 506,Oral Communication for ITAs,50728,Lecture-Discussion,F,03:30PM - 04:50PM,TR,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 506,Oral Communication for ITAs,31747,Lecture-Discussion,M,09:30AM - 10:50AM,TR,"Faivre, SFranks, SSedriks, B",36,"Literatures, Cultures, & Ling"
ESL 508,Seminar for Intl TAs,56758,Lecture-Discussion,A,03:30PM - 05:20PM,M,"Faivre, SFranks, SYoung, J",46,"Literatures, Cultures, & Ling"
ESL 508,Seminar for Intl TAs,59165,Lecture-Discussion,B,05:00PM - 06:50PM,W,"Faivre, SFranks, S",30,"Literatures, Cultures, & Ling"
ESL 508,Seminar for Intl TAs,64113,Lecture-Discussion,C,05:00PM - 06:50PM,T,"Faivre, SFranks, S",1128,"Literatures, Cultures, & Ling"
ESL 508,Seminar for Intl TAs,62319,Lecture-Discussion,D,05:00PM - 06:50PM,R,"Faivre, SFranks, S",1046,"Literatures, Cultures, & Ling"
ESL 508,Seminar for Intl TAs,77203,Lecture-Discussion,F,09:00AM - 10:50AM,F,"Faivre, SFranks, SYoung, J",1046,"Literatures, Cultures, & Ling"
ESL 510,English Pronunciation & Oral Fluency,31750,Lecture-Discussion,B,09:00AM - 09:50AM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 510,English Pronunciation & Oral Fluency,31754,Lecture-Discussion,C,02:00PM - 02:50PM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 510,English Pronunciation & Oral Fluency,31756,Lecture-Discussion,E,03:00PM - 03:50PM,MWF,"Faivre, SFranks, S",1024,"Literatures, Cultures, & Ling"
ESL 510,English Pronunciation & Oral Fluency,31758,Lecture-Discussion,F,10:00AM - 10:50AM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 510,English Pronunciation & Oral Fluency,48671,Lecture-Discussion,G,01:00PM - 01:50PM,MWF,"Faivre, SFranks, S",36,"Literatures, Cultures, & Ling"
ESL 510,English Pronunciation & Oral Fluency,78783,Lecture-Discussion,H,03:00PM - 03:50PM,MWF,"Faivre, SFranks, S",1136,"Literatures, Cultures, & Ling"
ESL 511,Written and Oral Communication,69261,Lecture-Discussion,A,02:00PM - 03:20PM,TR,"Carroll Curry, EFaivre, S",52,"Literatures, Cultures, & Ling"
ESL 511,Written and Oral Communication,69265,Lecture-Discussion,B1,12:30PM - 01:50PM,TR,"Bishop, HFaivre, S",13,"Literatures, Cultures, & Ling"
ESL 511,Written and Oral Communication,69266,Lecture-Discussion,C,05:00PM - 06:20PM,TR,"Faivre, SVarlik, E",27,"Literatures, Cultures, & Ling"
ESL 511,Written and Oral Communication,69274,Lecture-Discussion,D1,03:30PM - 04:50PM,TR,"Faivre, SHumaidan, A",3,"Literatures, Cultures, & Ling"
ESL 511,Written and Oral Communication,69277,Lecture-Discussion,H,11:00AM - 12:20PM,TR,"Bishop, HFaivre, S",,
ESL 511,Written and Oral Communication,69279,Lecture-Discussion,W,06:30PM - 07:50PM,TR,"Faivre, SLemke, C",23,"Literatures, Cultures, & Ling"
ESL 515,Introduction to Academic Writing,69290,Lecture-Discussion,H,02:00PM - 03:20PM,TR,"Dold, CFaivre, S",13,"Literatures, Cultures, & Ling"
ESL 515,Introduction to Academic Writing,69291,Lecture-Discussion,I,03:30PM - 04:50PM,TR,"Faivre, SGhosh, M",13,"Literatures, Cultures, & Ling"
ESL 515,Introduction to Academic Writing,69295,Lecture-Discussion,U,09:30AM - 10:50AM,TR,"Dold, CFaivre, S",52,"Literatures, Cultures, & Ling"
ESL 522,Introduction to Business Writing,69323,Lecture-Discussion,K,05:00PM - 06:20PM,MW,"Faivre, SSedriks, B",13,"Literatures, Cultures, & Ling"
ESL 522,Introduction to Business Writing,69324,Lecture-Discussion,L,06:30PM - 07:50PM,MW,"Faivre, SSedriks, B",52,"Literatures, Cultures, & Ling"
ESL 525,Elements of Business Writing,75401,Lecture-Discussion,C,05:00PM - 06:20PM,MW,"Faivre, SHumaidan, A",,
ESL 592,Advanced Academic Writing,69310,Independent Study,A1,09:30AM - 10:50AM,T,"Faivre, SRosado, C",,
ESL 592,Advanced Academic Writing,69312,Lecture-Discussion,B,11:00AM - 12:20PM,TR,"Faivre, SRosado, C",,
ESL 592,Advanced Academic Writing,69313,Lecture-Discussion,C,12:30PM - 01:50PM,TR,"Faivre, SRosado, C",52,"Literatures, Cultures, & Ling"
ESL 593,Academic Presentation Skills,69318,Lecture-Discussion,B-1,11:00AM - 12:20PM,TR,"Faivre, SRosado, C",,
ESL 593,Academic Presentation Skills,69317,Lecture-Discussion,C1,12:30PM - 01:50PM,TR,"Faivre, SRosado, C",52,"Literatures, Cultures, & Ling"
ETMA 100,Technical Systems in Agr,77202,Lecture,AL1,09:00AM - 09:50AM,MWF,"Johnson, T",208,Agricultural Engr Sciences Bld
ETMA 199,Undergraduate Open Seminar,79330,Lecture,AL1,11:00AM - 11:50AM,W,,248,Agricultural Engr Sciences Bld
ETMA 232,Materials and Construction Sys,77257,Laboratory,AB1,01:00PM - 02:50PM,T,"Raveendran Nair, G",119,Agricultural Engr Sciences Bld
ETMA 232,Materials and Construction Sys,77259,Laboratory,AB2,01:00PM - 02:50PM,R,"Raveendran Nair, G",119,Agricultural Engr Sciences Bld
ETMA 232,Materials and Construction Sys,77260,Lecture,AL1,11:00AM - 11:50AM,MW,"Raveendran Nair, G",208,Agricultural Engr Sciences Bld
ETMA 233,Metallurgy & Welding Processes,77245,Laboratory,AB1,10:00AM - 11:50AM,T,"Raveendran Nair, G",119,Agricultural Engr Sciences Bld
ETMA 233,Metallurgy & Welding Processes,77247,Laboratory,AB2,10:00AM - 11:50AM,R,"Raveendran Nair, G",119,Agricultural Engr Sciences Bld
ETMA 233,Metallurgy & Welding Processes,77250,Laboratory,AB3,08:00AM - 09:50AM,T,"Raveendran Nair, G",119,Agricultural Engr Sciences Bld
ETMA 233,Metallurgy & Welding Processes,77252,Laboratory,AB4,08:00AM - 09:50AM,R,"Raveendran Nair, G",119,Agricultural Engr Sciences Bld
ETMA 233,Metallurgy & Welding Processes,77255,Lecture,AL1,03:00PM - 03:50PM,TR,"Raveendran Nair, G",208,Agricultural Engr Sciences Bld
ETMA 311,Humanity in the Food Web,77178,Discussion/ Recitation,AD1,12:00PM - 12:50PM,W,"Green-Miller, ATucker, C",208,Agricultural Engr Sciences Bld
ETMA 372,Environ Control & HVAC Systems,77239,LaboratoryLecture,YZ YZ,10:00AM - 11:50AM100010:00AM - 10:50AM,R      MW,"Zhang, YZhang, Y",208,Agricultural Engr Sciences Bld208 Agricultural Engr Sciences Bld
ETMA 422,Industrial and Agricultural Occupational Illness Prevention,77263,Lecture-Discussion,AB1,04:00PM - 06:50PM,T,"Issa, SRudolphi, J",208,Agricultural Engr Sciences Bld
ETMA 435,Elec Computer Ctrl Sys,76947,Laboratory,LB1,03:00PM - 04:50PM,W,"Grift, T",220,Agricultural Engr Sciences Bld
ETMA 435,Elec Computer Ctrl Sys,76948,Laboratory,LB2,01:00PM - 02:50PM,W,"Grift, T",220,Agricultural Engr Sciences Bld
ETMA 435,Elec Computer Ctrl Sys,76949,Lecture,LC1,03:00PM - 03:50PM,M,"Grift, T",208,Agricultural Engr Sciences Bld
ETMA 464,Heavy Equipment Powertrains,78074,LaboratoryOnline Lecture,CMACMA,09:00AM - 11:50AM090009:00AM - 09:50AM,F      TR,"Allen, CAllen, C",242,Agricultural Engr Sciences Bldn.a.
ETMA 486,Grain Bioprocessing Coproducts,78087,Lecture-Discussion,KDR,03:00PM - 04:20PM,TR,"Rausch, K",248,Agricultural Engr Sciences Bld
ETMA 499,Seminar,79872,Lecture-Discussion,BEJ,03:00PM - 05:00PM,MW,"Jacobson, BLecher, T",248,Agricultural Engr Sciences Bld
ETMA 499,Seminar,79449,Lecture-DiscussionLecture-DiscussionOnline Discussion,LR2LR2LR2,11:00AM - 11:50AM120012:00PM - 12:50PM110011:00AM - 11:50AM,MW     W      F,"Rodriguez, LRodriguez, LRodriguez, L",3038,Campus Instructional Facility2018 Campus Instructional Facilityn.a.
ETMA 499,Seminar,79448,Lecture-DiscussionOnline Lecture Discussion,LR LR,11:00AM - 11:50AM110011:00AM - 11:50AM,MW     F,"Rodriguez, LRodriguez, L",3038,Campus Instructional Facilityn.a.
ETMA 586,Advanced Bioprocess Coproducts,78089,Lecture-Discussion,KDR,03:00PM - 04:20PM,TR,"Rausch, K",248,Agricultural Engr Sciences Bld
EURO 376,Children and Youth Literature,66777,Lecture-Discussion,U,02:00PM - 03:20PM,TR,"Horsfall, W",113,David Kinley Hall
EURO 385,Politics of the European Union,68432,Lecture-Discussion,A,02:00PM - 03:20PM,MW,"Kourtikakis, K",219,David Kinley Hall
EURO 500,Dialogue on Europe,62400,Lecture-Discussion,A,01:00PM - 02:50PM,T,"Smith, A",29,Psychology Building
EURO 501,EU Institutions and Governance,54439,Lecture-Discussion,A,12:00PM - 02:50PM,R,"Smith, A",174,Wohlers Hall
FAA 101,Arts at Illinois,58686,Discussion/ Recitation,ADA,08:00AM - 08:50AM,T,"Daniels, R",156,English Building
FAA 101,Arts at Illinois,58692,Discussion/ Recitation,ADB,12:00PM - 12:50PM,M,"Daniels, R",44,English Building
FAA 101,Arts at Illinois,58693,Discussion/ Recitation,ADC,01:00PM - 01:50PM,T,"Daniels, R",162,Education Building
FAA 101,Arts at Illinois,58694,Discussion/ Recitation,ADD,11:00AM - 11:50AM,T,"Daniels, R",37,Education Building
FAA 101,Arts at Illinois,61620,Discussion/ Recitation,ADE,12:00PM - 12:50PM,T,"Daniels, R",156,English Building
FAA 101,Arts at Illinois,58696,Discussion/ Recitation,ADF,12:00PM - 12:50PM,W,"Daniels, R",127,English Building
FAA 101,Arts at Illinois,58699,Discussion/ Recitation,ADG,05:00PM - 05:50PM,W,"Daniels, R",156,English Building
FAA 101,Arts at Illinois,58701,Discussion/ Recitation,ADH,08:00AM - 08:50AM,R,"Daniels, R",156,English Building
FAA 101,Arts at Illinois,58702,Discussion/ Recitation,ADI,04:00PM - 04:50PM,R,"Daniels, R",127,English Building
FAA 101,Arts at Illinois,58703,Discussion/ Recitation,ADJ,11:00AM - 11:50AM,R,"Daniels, R",37,Education Building
FAA 101,Arts at Illinois,58704,Discussion/ Recitation,ADK,12:00PM - 12:50PM,W,"Daniels, R",44,English Building
FAA 101,Arts at Illinois,58705,Discussion/ Recitation,ADL,08:00AM - 08:50AM,W,"Daniels, R",156,English Building
FAA 101,Arts at Illinois,58698,Discussion/ Recitation,ADM,11:00AM - 11:50AM,W,"Daniels, R",115,English Building
FAA 101,Arts at Illinois,58695,Discussion/ Recitation,ADN,12:00PM - 12:50PM,M,"Daniels, R",127,English Building
FAA 101,Arts at Illinois,58697,Discussion/ Recitation,ADO,04:00PM - 04:50PM,T,"Daniels, R",127,English Building
FAA 101,Arts at Illinois,58706,Discussion/ Recitation,ADP,11:00AM - 11:50AM,M,"Daniels, R",115,English Building
FAA 101,Arts at Illinois,58700,Discussion/ Recitation,ADQ,04:00PM - 04:50PM,R,"Daniels, R",135,English Building
FAA 101,Arts at Illinois,61621,Discussion/ Recitation,ADR,04:00PM - 04:50PM,R,"Daniels, R",169,Davenport Hall
FAA 101,Arts at Illinois,69419,Discussion/ Recitation,ADS,11:00AM - 11:50AM,M,"Daniels, R",214,Davenport Hall
FAA 101,Arts at Illinois,69420,Discussion/ Recitation,ADT,12:00PM - 12:50PM,R,"Daniels, R",156,English Building
FAA 101,Arts at Illinois,78650,Discussion/ Recitation,ADU,08:00AM - 08:50AM,T,"Daniels, R",162,Education Building
FAA 101,Arts at Illinois,58685,Lecture,AL1,11:00AM - 11:50AM,F,"Daniels, R",114,Smith Memorial Hall
FAA 110,Exploring Arts and Creativity,66964,Lecture-Discussion,CHP,01:30PM - 02:50PM,R,"Laugesen, EMehrtens, BMorrissette, J",301,Architecture Building
FAA 230,Sustainable Design of the Built Environment,74445,Lecture-Discussion,DS,02:00PM - 03:20PM,MW,"Hodgin Jones, K",1050,Siebel Center for Design
FAA 430,Capstone Seminar,74765,Lecture-Discussion,AD,09:30AM - 10:50AM,TR,"Stallmeyer, J",1000,Siebel Center for Design
FIN 199,Undergraduate Open Seminar,39678,Lecture-Discussion,CHP,02:00PM - 03:20PM,TR,"Excell, R",,
FIN 199,Undergraduate Open Seminar,70582,Seminar,GFS,04:00PM - 04:50PM,R,"Metzger, R",243,Wohlers Hall
FIN 221,Corporate Finance,37383,Discussion/ Recitation,AD1,08:00AM - 08:50AM,F,,243,Wohlers Hall
FIN 221,Corporate Finance,37386,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,,243,Wohlers Hall
FIN 221,Corporate Finance,37404,Discussion/ Recitation,AD3,02:00PM - 02:50PM,F,,241,Wohlers Hall
FIN 221,Corporate Finance,37399,Discussion/ Recitation,AD4,02:00PM - 02:50PM,F,,243,Wohlers Hall
FIN 221,Corporate Finance,37411,Discussion/ Recitation,AD5,03:00PM - 03:50PM,F,,243,Wohlers Hall
FIN 221,Corporate Finance,37408,Discussion/ Recitation,AD6,04:00PM - 04:50PM,F,,243,Wohlers Hall
FIN 221,Corporate Finance,71880,Lecture,AL1,08:00AM - 08:50AM,TR,"Mendelson, J",1001,Business Instructional Fac
FIN 221,Corporate Finance,37367,Lecture,AL2,09:00AM - 09:50AM,TR,"Mendelson, J",1001,Business Instructional Fac
FIN 221,Corporate Finance,50743,Discussion/ Recitation,RD1,09:00AM - 09:50AM,F,,243,Wohlers Hall
