Course Code,Course Name,CRN,Type,Section,Time,Day,Instructor,Room Number,Building
CS 598,Special Topics,35989,Lecture-Discussion,KPH,11:00AM - 12:15PM,TR,"Cunningham, KLewis, C",1302,Siebel Center for Comp Sci
CS 598,Special Topics,67238,Lecture-Discussion,MRT,11:00AM - 12:15PM,MW,"Tahmasbi, M",1214,Siebel Center for Comp Sci
CS 598,Special Topics,46983,Lecture-Discussion,PEN,02:00PM - 03:15PM,MW,"Peng, H",1214,Siebel Center for Comp Sci
CS 598,Special Topics,40106,Lecture-Discussion,SFS,03:30PM - 04:45PM,TR,"Sultana, S",2406,Siebel Center for Comp Sci
CS 598,Special Topics,57783,Lecture-Discussion,SHW,02:00PM - 03:15PM,TR,"Wang, S",0216,Siebel Center for Comp Sci
CS 598,Special Topics,73072,Lecture-Discussion,SMC,12:30PM - 01:45PM,TR,"Cobb, CSterman, S",1043,Sidney Lu Mech Engr Bldg
CS 598,Special Topics,49828,Lecture-Discussion,SPH,12:30PM - 01:45PM,TR,"Cobb, CSterman, S",1043,Sidney Lu Mech Engr Bldg
CS 598,Special Topics,36022,Lecture-Discussion,TAL,09:30AM - 10:45AM,TR,"August, T",1214,Siebel Center for Comp Sci
CS 598,Special Topics,57782,Lecture-Discussion,TZ,11:00AM - 12:15PM,TR,"Zhang, T",2406,Siebel Center for Comp Sci
CS 598,Special Topics,42393,Lecture-Discussion,WSI,12:30PM - 01:45PM,WF,"Vasisht, D",1214,Siebel Center for Comp Sci
CS 598,Special Topics,36009,Lecture-Discussion,YOU,12:30PM - 01:45PM,WF,"You, J",1304,Siebel Center for Comp Sci
CSE 401,Numerical Analysis,36034,Lecture-Discussion,BL1,11:00AM - 12:15PM,TR,"Kloeckner, A",1320,Digital Computer Laboratory
CSE 401,Numerical Analysis,36032,Lecture-Discussion,BL2,11:00AM - 12:15PM,TR,"Kloeckner, A",1320,Digital Computer Laboratory
CSE 408,Applied Parallel Programming,73998,LaboratoryLecture,ACSACS,ARRANGED0000ARRANGED,n.a.n.a.,"Kindratenko, VKindratenko, V",,
CSE 408,Applied Parallel Programming,76325,Lecture,AL1,09:30AM - 10:50AM,TR,"Kindratenko, V",1002,Electrical & Computer Eng Bldg
CSE 414,Algorithms,51501,Discussion/ RecitationOnline,CSPCSP,ARRANGED0000ARRANGED,n.a.n.a.,"Sinha, MSinha, M",,
CSE 414,Algorithms,51502,Discussion/ RecitationOnline,MCSMCS,ARRANGED0000ARRANGED,n.a.n.a.,"Sinha, MSinha, M",,
CSE 414,Algorithms,70170,Lecture-Discussion,S4,02:00PM - 03:15PM,TR,"Erickson, JSinha, M",151,Loomis Laboratory
CSE 414,Algorithms,72228,Lecture-Discussion,S4G,02:00PM - 03:15PM,TR,"Erickson, JSinha, M",151,Loomis Laboratory
CSE 422,Computer System Organization,79902,Lecture-DiscussionOnline Lecture,CSPCSP,12:30PM - 01:45PM123012:30PM - 01:45PM,R      T,"Ghose, SGhose, S",,
CSE 422,Computer System Organization,36086,Lecture-DiscussionOnline Lecture,MCSMCS,12:30PM - 01:45PM123012:30PM - 01:45PM,R      T,"Ghose, SGhose, S",,
CSE 422,Computer System Organization,36083,Lecture-Discussion,T3,12:30PM - 01:45PM,TR,"Ghose, S",1000,Lincoln Hall
CSE 422,Computer System Organization,43364,Lecture-Discussion,T4,12:30PM - 01:45PM,TR,"Ghose, S",1000,Lincoln Hall
CSE 423,Operating Systems Design,59051,Lecture-Discussion,SG,02:00PM - 03:15PM,TR,"Alagappan, RXu, T",2100,Sidney Lu Mech Engr Bldg
CSE 423,Operating Systems Design,59050,Lecture-Discussion,SU,02:00PM - 03:15PM,TR,"Alagappan, RXu, T",2100,Sidney Lu Mech Engr Bldg
CSE 428,Statistical Computing,66539,Lecture-Discussion,1GR,09:00AM - 09:50AM,MWF,"Wang, S",1310,Digital Computer Laboratory
CSE 428,Statistical Computing,66541,Lecture-Discussion,1UG,09:00AM - 09:50AM,MWF,"Wang, S",1310,Digital Computer Laboratory
CSE 440,Statistical Data Management,65101,Lecture-Discussion,1GR,10:00AM - 10:50AM,MWF,"Kinson, C",32,Psychology Building
CSE 440,Statistical Data Management,65102,Lecture-Discussion,1UG,10:00AM - 10:50AM,MWF,"Kinson, C",32,Psychology Building
CSE 441,Introduction to Optimization,70865,Discussion/ Recitation,P3,11:00AM - 12:20PM,TR,"Srikant, R",3081,Electrical & Computer Eng Bldg
CSE 441,Introduction to Optimization,70866,Discussion/ Recitation,P4,11:00AM - 12:20PM,TR,"Srikant, R",3081,Electrical & Computer Eng Bldg
CSE 448,Advanced Data Analysis,66556,Lecture-Discussion,1GR,11:00AM - 11:50AM,MWF,"Bravo De Guenni, L",101,Transportation Building
CSE 448,Advanced Data Analysis,70264,Lecture-Discussion,1UG,11:00AM - 11:50AM,MWF,"Bravo De Guenni, L",101,Transportation Building
CSE 448,Advanced Data Analysis,65107,Lecture,2GR,01:00PM - 01:50PM,MWF,"Bravo De Guenni, L",32,Psychology Building
CSE 448,Advanced Data Analysis,70251,Lecture,2UG,01:00PM - 01:50PM,MWF,"Bravo De Guenni, L",32,Psychology Building
CSE 450,Computational Mechanics,35031,Lecture-Discussion,E3,01:00PM - 01:50PM,MWF,"Mercer, B",218,Ceramics Building
CSE 450,Computational Mechanics,41371,Lecture-Discussion,E4,01:00PM - 01:50PM,MWF,"Mercer, B",218,Ceramics Building
CSE 451,Finite Element Analysis,36852,Lecture,B3,09:00AM - 09:50AM,MWF,"Chew, H",103,Transportation Building
CSE 451,Finite Element Analysis,62979,Lecture,B4,09:00AM - 09:50AM,MWF,"Chew, H",103,Transportation Building
CSE 505,Computational Bioengineering,73975,Lecture-Discussion,A,02:00PM - 03:50PM,TR,"Maslov, S",0018,Campus Instructional Facility
CSE 511,Iterative & Multigrid Methods,55576,Lecture-Discussion,IM,09:30AM - 10:45AM,TR,"Fischer, P",1302,Siebel Center for Comp Sci
CSE 525,Topics in Computational Statistics,77404,Lecture-Discussion,A1,02:00PM - 02:50PM,MWF,"Wang, S",8,Engineering Hall
CSE 542,Statistical Learning,65112,Lecture-Discussion,A1,12:30PM - 01:50PM,TR,"Liang, F",2101,Everitt Laboratory
CSE 552,Nonlinear Finite Elements,56788,Lecture-Discussion,F,10:00AM - 11:20AM,MW,"Masud, A",1311,Newmark Civil Engineering Bldg
CW 100,Intro to Creative Writing,79779,Lecture-Discussion,B,12:30PM - 01:45PM,TR,"Bales, A",1140,"Literatures, Cultures, & Ling"
CW 100,Intro to Creative Writing,67101,Lecture-Discussion,D,11:00AM - 12:15PM,TR,"Canipe, J",317,Gregory Hall
CW 100,Intro to Creative Writing,77317,Lecture-Discussion,Q,12:30PM - 01:45PM,TR,"Price, J",207,Gregory Hall
CW 100,Intro to Creative Writing,78137,Lecture-Discussion,S2,09:30AM - 10:45AM,TR,"Nyikos, D",115,English Building
CW 100,Intro to Creative Writing,63285,Lecture-Discussion,S,02:00PM - 03:15PM,TR,"Price, J",127,English Building
CW 100,Intro to Creative Writing,71425,Lecture-Discussion,X,12:30PM - 01:45PM,MW,"Emmert, K",21,Psychology Building
CW 104,Fiction Workshop I,45273,Lecture-Discussion,B,09:30AM - 10:45AM,MW,"Stack, G",123,English Building
CW 104,Fiction Workshop I,45268,Lecture-Discussion,G,03:30PM - 04:45PM,MW,"Rubins, J",113,English Building
CW 104,Fiction Workshop I,45271,Lecture-Discussion,M,09:30AM - 10:45AM,TR,"Wright, D",113,English Building
CW 104,Fiction Workshop I,47655,Lecture-Discussion,P,11:00AM - 12:15PM,TR,"Bales, A",113,English Building
CW 104,Fiction Workshop I,45269,Lecture-Discussion,X,12:30PM - 01:45PM,MW,"Rubins, J",125,English Building
CW 106,Poetry Workshop I,45277,Lecture-Discussion,B,12:30PM - 01:50PM,TR,"Latham, C",113,English Building
CW 106,Poetry Workshop I,50343,Lecture-Discussion,F,02:00PM - 03:15PM,MW,"Stoodley, E",113,English Building
CW 106,Poetry Workshop I,45276,Lecture-Discussion,M,11:00AM - 12:15PM,TR,"Harrington, J",125,English Building
CW 106,Poetry Workshop I,45274,Lecture-Discussion,X,12:30PM - 01:45PM,MW,"Foley, D",113,English Building
CW 200,Reading for Writers,61647,Lecture-Discussion,S,02:00PM - 03:15PM,TR,"Pfister, J",131,English Building
CW 202,Topics in Creative Writing,51768,Lecture-Discussion,D,12:30PM - 01:45PM,MW,"Price, J",123,English Building
CW 204,Fiction Workshop II,57710,Lecture-Discussion,B,09:30AM - 10:45AM,MW,"Hassinger, A",113,English Building
CW 204,Fiction Workshop II,45280,Lecture-Discussion,P,11:00AM - 12:15PM,TR,"Sanders, T",123,English Building
CW 204,Fiction Workshop II,45279,Lecture-Discussion,S,02:00PM - 03:15PM,TR,"Rubins, J",113,English Building
CW 206,Poetry Workshop II,54259,Lecture-Discussion,P,12:30PM - 01:50PM,TR,"Harrington, J",123,English Building
CW 208,Creative Nonfiction Workshop,45282,Lecture-Discussion,F,12:30PM - 01:45PM,MW,"Kempf, C",135,English Building
CW 243,"The Craft Essay: Creative Reading, Reflection, and Revision",61787,Lecture-Discussion,B,09:30AM - 10:45AM,MW,"Dudek, J",115,English Building
CW 404,Fiction Workshop III,45284,Lecture-Discussion,1G,11:00AM - 12:15PM,MW,"Garcia, G",113,English Building
CW 404,Fiction Workshop III,45283,Lecture-Discussion,1U,11:00AM - 12:15PM,MW,"Garcia, G",113,English Building
CW 404,Fiction Workshop III,45286,Lecture-Discussion,2G,09:30AM - 10:45AM,TR,"Sanders, T",127,English Building
CW 404,Fiction Workshop III,45285,Lecture-Discussion,2U,09:30AM - 10:45AM,TR,"Sanders, T",127,English Building
CW 406,Poetry Workshop III,45288,Lecture-Discussion,1G,11:00AM - 12:15PM,MW,"Kempf, C",123,English Building
CW 406,Poetry Workshop III,45287,Lecture-Discussion,1U,11:00AM - 12:15PM,MW,"Kempf, C",123,English Building
CW 460,Intro to Literary Editing,60208,Lecture-Discussion,Q,12:30PM - 01:45PM,TR,"Hurley, M",125,English Building
CW 463,Adv Topics in Creative Writing,66357,Laboratory-Discussion,1G,03:30PM - 05:50PM,T,"Pintar, J",,
CW 463,Adv Topics in Creative Writing,66356,Laboratory-Discussion,1U,03:30PM - 05:50PM,T,"Pintar, J",,
CW 463,Adv Topics in Creative Writing,78669,Lecture-Discussion,2G,12:30PM - 01:45PM,MW,"Hassinger, A",61,English Building
CW 463,Adv Topics in Creative Writing,68461,Lecture-Discussion,2U,12:30PM - 01:45PM,MW,"Hassinger, A",61,English Building
CW 500,The Craft of Fiction,45291,Lecture-Discussion,F,10:00AM - 12:20PM,W,"Wright, D",,
CW 502,Problems in Poetry Writing,45292,Lecture-Discussion,E,02:00PM - 04:30PM,M,"Garcia, A",123,English Building
CW 504,Writing Workshop in Fiction,45293,Lecture-Discussion,S,02:00PM - 04:30PM,M,"Shakar, A",,
CW 506,Writing Workshop in Poetry,45294,Lecture-Discussion,S,02:00PM - 04:20PM,W,"Van Landingham, C",,
CWL 114,Global Consciousness and Lit,66287,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,"Isik, E",336,Davenport Hall
CWL 114,Global Consciousness and Lit,66288,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,"Isik, E",2078,Natural History Building
CWL 114,Global Consciousness and Lit,66290,Discussion/ Recitation,AD3,11:00AM - 11:50AM,F,"Fam, M",320,Mumford Hall
CWL 114,Global Consciousness and Lit,66291,Discussion/ Recitation,AD4,12:00PM - 12:50PM,F,"Fam, M",241,Armory
CWL 114,Global Consciousness and Lit,66292,Discussion/ Recitation,AD5,01:00PM - 01:50PM,F,"Isik, E",241,Armory
CWL 114,Global Consciousness and Lit,66293,Discussion/ Recitation,AD6,02:00PM - 02:50PM,F,"Fam, M",241,Armory
CWL 114,Global Consciousness and Lit,66286,Lecture,AL1,11:00AM - 11:50AM,MW,"Hassan, W",213,Gregory Hall
CWL 119,Literature of Fantasy,65041,Lecture,D2,02:00PM - 03:15PM,TR,"Baron, I",69,English Building
CWL 189,Literatures of the Islamic World,35845,Lecture,CHP,09:30AM - 10:50AM,TR,"Calderwood, E",212,1205 W Oregon
CWL 215,"Madness, Myth, and Murder",65870,Lecture-Discussion,A,03:00PM - 03:50PM,MWF,"Malekin, B",150,English Building
CWL 220,Exploring the Greek and Roman World,63197,Lecture-Discussion,B,02:00PM - 03:20PM,TR,"Walters, B",1128,"Literatures, Cultures, & Ling"
CWL 220,Exploring the Greek and Roman World,65401,Lecture-Discussion,G,12:00PM - 12:50PM,MWF,,140,Henry Administration Bldg
CWL 221,Jewish Storytelling,35638,Lecture-Discussion,M,12:30PM - 01:50PM,TR,,310,David Kinley Hall
CWL 226,Humanist Persp of Afro-Am Exp,41141,Lecture-Discussion,1,02:00PM - 03:20PM,MW,"Smith, B",,
CWL 227,Golden Age of Russian Literature,41089,Lecture,A,12:30PM - 01:50PM,TR,"Cooper, D",1136,"Literatures, Cultures, & Ling"
CWL 230,Popular Cultures of Contemporary East Asia,76403,Discussion/ Recitation,ADE,04:00PM - 04:50PM,F,"Persiani, GZhang, S",243,Armory
CWL 230,Popular Cultures of Contemporary East Asia,76404,Discussion/ Recitation,ADF,10:00AM - 10:50AM,F,"Persiani, GRen, X",204,Transportation Building
CWL 230,Popular Cultures of Contemporary East Asia,76405,Discussion/ Recitation,ADG,11:00AM - 11:50AM,F,"Persiani, GRen, X",204,Transportation Building
CWL 230,Popular Cultures of Contemporary East Asia,78756,Discussion/ Recitation,ADH,12:00PM - 12:50PM,F,"Persiani, GRen, X",204,Transportation Building
CWL 230,Popular Cultures of Contemporary East Asia,78758,Discussion/ Recitation,ADI,05:00PM - 05:50PM,F,"Persiani, GZhang, S",242,Armory
CWL 230,Popular Cultures of Contemporary East Asia,74003,Lecture-Discussion,MSS,02:00PM - 02:50PM,MW,"Persiani, G",100,Gregory Hall
CWL 241,Early Masterpieces of Western Culture,40493,Discussion/ Recitation,ADA,09:00AM - 09:50AM,F,"Meshkani, Z",322,David Kinley Hall
CWL 241,Early Masterpieces of Western Culture,40495,Discussion/ Recitation,ADB,10:00AM - 10:50AM,F,"Meshkani, Z",113,David Kinley Hall
CWL 241,Early Masterpieces of Western Culture,40496,Discussion/ Recitation,ADC,02:00PM - 02:50PM,F,"De Paula Cardoso, C",242,Armory
CWL 241,Early Masterpieces of Western Culture,40497,Discussion/ Recitation,ADD,11:00AM - 11:50AM,F,"De Paula Cardoso, C",1022,"Literatures, Cultures, & Ling"
CWL 241,Early Masterpieces of Western Culture,40498,Discussion/ Recitation,ADE,01:00PM - 01:50PM,F,"Tedoradze, M",242,Armory
CWL 241,Early Masterpieces of Western Culture,40502,Discussion/ Recitation,ADI,12:00PM - 12:50PM,F,"Tedoradze, M",1030,"Literatures, Cultures, & Ling"
CWL 241,Early Masterpieces of Western Culture,30159,Lecture,AL1,01:00PM - 01:50PM,MW,"Hilger, S",3031,Campus Instructional Facility
CWL 251,Viking Mythology,63054,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Horsfall, WSchatte, I",1022,Lincoln Hall
CWL 251,Viking Mythology,63059,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Benedetto, VHorsfall, W",315,Gregory Hall
CWL 251,Viking Mythology,63063,Discussion/ Recitation,AD3,12:00PM - 12:50PM,F,"Benedetto, VHorsfall, W",313,Gregory Hall
CWL 251,Viking Mythology,71786,Discussion/ Recitation,AD4,01:00PM - 01:50PM,F,"Horsfall, WSchatte, I",111,David Kinley Hall
CWL 251,Viking Mythology,71788,Discussion/ Recitation,AD5,12:00PM - 12:50PM,F,"Horsfall, WSchatte, I",106,David Kinley Hall
CWL 251,Viking Mythology,71789,Discussion/ Recitation,AD6,02:00PM - 02:50PM,F,"Horsfall, WSchatte, I",111,David Kinley Hall
CWL 251,Viking Mythology,58534,Lecture-Discussion,AL1,12:30PM - 01:20PM,TR,"Horsfall, W",149,National Soybean Res Ctr
CWL 253,Medieval Literature and Culture,33891,Lecture-Discussion,D,11:00AM - 11:50AM,MWF,"Menendez, K",140,Henry Administration Bldg
CWL 254,Grimm's Fairy Tales in Context,61893,Discussion/ Recitation,AD1,12:00PM - 12:50PM,F,"Agu, BJenkins, R",222,David Kinley Hall
CWL 254,Grimm's Fairy Tales in Context,61894,Discussion/ Recitation,AD2,01:00PM - 01:50PM,F,"Agu, BJenkins, R",222,David Kinley Hall
CWL 254,Grimm's Fairy Tales in Context,61895,Discussion/ Recitation,AD3,02:00PM - 02:50PM,F,"Agu, BJenkins, R",222,David Kinley Hall
CWL 254,Grimm's Fairy Tales in Context,61868,Lecture,AL1,12:00PM - 12:50PM,MW,"Jenkins, R",1092,Lincoln Hall
CWL 259,Early African American Literature and Culture,55610,Lecture-Discussion,M,09:30AM - 10:45AM,TR,"Freeburg, C",137,Henry Administration Bldg
CWL 267,The Short Story,33951,Lecture-Discussion,P,11:00AM - 11:50AM,MWF,,303,English Building
CWL 272,Sexuality and Literature,55948,Lecture-Discussion,DIS,12:00PM - 01:20PM,TR,"Niekerk, C",2018,Campus Instructional Facility
CWL 273,The Holocaust in Context,61871,Lecture,AE1,12:00PM - 01:20PM,TR,"Hunt, A",1302,Everitt Laboratory
CWL 283,Jewish Sacred Literature,38390,Lecture-Discussion,A,09:00AM - 09:50AM,MTWR,"Weiss, D",1120,"Literatures, Cultures, & Ling"
CWL 350,South Asian Goddesses,78256,Lecture,AT,12:00PM - 12:50PM,MWF,"Tosato, A",165,Noyes Laboratory
CWL 376,Children and Youth Literature,66775,Lecture-Discussion,U,02:00PM - 03:20PM,TR,"Horsfall, W",113,David Kinley Hall
CWL 467,Japanese Cinema,76039,Laboratory-DiscussionLecture,A3 A3,04:00PM - 05:50PM160004:00PM - 05:20PM,M      W,,1068,Lincoln Hall1068 Lincoln Hall
CWL 467,Japanese Cinema,76038,Laboratory-DiscussionLecture,A4 A4,04:00PM - 05:50PM160004:00PM - 05:20PM,M      W,,1068,Lincoln Hall1068 Lincoln Hall
CWL 503,Historiography of Cinema,43344,Lecture-Discussion,1,01:00PM - 04:50PM,M,"Turnock, J",336,Gregory Hall
CWL 511,Applied Literary Translation I,72613,Lecture-Discussion,A,03:00PM - 05:20PM,M,"Jenkins, R",96,"Literatures, Cultures, & Ling"
CWL 581,Seminar Lit Themes,49410,Lecture-Discussion,BK,03:00PM - 05:00PM,W,"Kaplan, B",,
DANC 100,Intro to Contemporary Dance,33875,LaboratoryLaboratory,AAPAAP,09:00AM - 10:20AM090009:00AM - 10:20AM,R      T,"Allen, BCondon, eAllen, BCondon, e",2127,Krannert Center for Perf Arts109 907 1/2 W Nevada
DANC 100,Intro to Contemporary Dance,46037,LaboratoryLecture,CHPCHP,01:00PM - 02:20PM130001:00PM - 02:20PM,R      T,"Barbier, ASegale, MBarbier, ASegale, M",111,Dance Studio109 907 1/2 W Nevada
DANC 104,Making Dances,62777,Laboratory,A,03:00PM - 04:20PM,TR,"Segale, M",110,907 1/2 W Nevada
DANC 116,Dance I,78505,Laboratory,A,05:00PM - 06:20PM,TR,"Brandt, B",103,Dance Studio
DANC 116,Dance I,76964,Laboratory,B,05:00PM - 06:20PM,TR,"Gonzalez, G",111,Dance Studio
DANC 116,Dance I,77001,Laboratory,C,05:00PM - 06:20PM,MW,"Chiaramonte, L",103,Dance Studio
DANC 116,Dance I,77004,Laboratory,F,01:00PM - 02:20PM,TR,"Tecza, A",2127,Krannert Center for Perf Arts
DANC 116,Dance I,76951,Laboratory,G,09:00AM - 10:20AM,MW,"Henss, J",2127,Krannert Center for Perf Arts
DANC 116,Dance I,77718,Studio,H,01:00PM - 02:20PM,TR,"Condon, e",103,Dance Studio
DANC 150,The Green Room,29774,Lecture-Discussion,A,01:00PM - 02:20PM,F,"Barbier, A",103,Dance Studio
DANC 160,Dancing Techniques I,29776,Laboratory,A,09:00AM - 10:30AM,MTWR,"Barbier, ARizzuto, R",111,Dance Studio
DANC 201,Yoga Practicum,70399,Laboratory,A,01:00PM - 02:20PM,MW,"Lewis, T",111,Dance Studio
DANC 209,Lyric Theatre Dance,67820,Laboratory,A,01:00PM - 02:20PM,MW,"Rizzuto, R",2127,Krannert Center for Perf Arts
DANC 216,Dance II,76957,Studio,AA,11:00AM - 12:20PM,MW,"Sapozhnikov, A",103,Dance Studio
DANC 216,Dance II,76989,Studio,BB,05:00PM - 06:20PM,MW,"Aprahamian, S",2500,Krannert Center for Perf Arts
DANC 216,Dance II,76995,Studio,CC,01:00PM - 02:20PM,TR,"Owens, N",2500,Krannert Center for Perf Arts
DANC 216,Dance II,76969,Studio,DD,05:00PM - 06:20PM,MW,"Henss, J",111,Dance Studio
DANC 232,Repertory Company,29781,Laboratory,A,10:35AM - 11:50AM,MTWR,"Barbier, ARizzuto, R",111,Dance Studio
DANC 256,Choreographic Laboratory I,76732,Laboratory,A,01:00PM - 02:30PM,TR,"Sapozhnikov, A",103,Dance Studio
DANC 259,Dance Improvisation I,57759,Laboratory,A,10:35AM - 11:50AM,TR,"Caldarella, PHook, S",2500,Krannert Center for Perf Arts
DANC 260,Dancing Techniques II,76458,Laboratory,A,09:00AM - 10:30AM,MTWR,"Caldarella, PHook, S",2500,Krannert Center for Perf Arts
DANC 262,Choreographic Process I,29783,Laboratory,A,10:35AM - 11:50AM,MW,"Caldarella, PHook, S",2500,Krannert Center for Perf Arts
DANC 270,Dancing in Community I & II,76935,Laboratory,A,09:00AM - 10:30AM,F,"Lewis, T",2500,Krannert Center for Perf Arts
DANC 301,Yoga Fundamentals,58098,Laboratory,A,01:00PM - 02:20PM,MW,"Lewis, T",111,Dance Studio
DANC 302,Intermediate Asana,70630,Laboratory,B,08:00AM - 08:50AM,MW,"Marini, N",103,Dance Studio
DANC 303,Yoga Teacher Training,70628,Laboratory-Discussion,TT,08:00AM - 10:50AM,F,"Marini, N",103,Dance Studio
DANC 316,Dancing Techniques Elective,76965,Laboratory,B,05:00PM - 06:20PM,TR,"Gonzalez, G",111,Dance Studio
DANC 316,Dancing Techniques Elective,76999,Laboratory,C,05:00PM - 06:20PM,MW,"Chiaramonte, L",103,Dance Studio
DANC 316,Dancing Techniques Elective,77005,Laboratory,F,01:00PM - 02:20PM,TR,"Tecza, A",2127,Krannert Center for Perf Arts
DANC 316,Dancing Techniques Elective,76962,Studio,I,11:00AM - 12:20PM,MW,"Sapozhnikov, A",103,Dance Studio
DANC 316,Dancing Techniques Elective,76990,Studio,J,05:00PM - 06:20PM,MW,"Aprahamian, S",2500,Krannert Center for Perf Arts
DANC 316,Dancing Techniques Elective,76953,Studio,K,01:00PM - 02:20PM,TR,"Owens, N",2500,Krannert Center for Perf Arts
DANC 316,Dancing Techniques Elective,76972,Studio,L,05:00PM - 06:20PM,MW,"Henss, J",111,Dance Studio
DANC 330,Dance Documentation,62968,Laboratory,A,02:30PM - 04:30PM,F,"Chiaramonte, L",110,907 1/2 W Nevada
DANC 345,Dance Anatomy and Kinesiology,63359,Laboratory,A,01:00PM - 02:30PM,MW,"Marini, NNettl-Fiol, R",110,907 1/2 W Nevada
DANC 360,Dancing Techniques III,72996,Laboratory,A,09:00AM - 10:30AM,MTWR,"D’ Orléans Juste, ROliver, C",103,Dance Studio
DANC 401,Alexander Tech for Dancers,29799,Laboratory,A,09:00AM - 10:30AM,F,"Nettl-Fiol, R",111,Dance Studio
DANC 441,Dance History Seminar,76937,Laboratory,A,10:35AM - 11:50AM,MW,"D’ Orléans Juste, ROliver, C",109,907 1/2 W Nevada
DANC 451,Individual Study/Creative Investigations,10585,LaboratoryLecture,A  A,08:00AM - 10:50AM080008:00AM - 08:50AM,F      MW,"Marini, NMarini, N",,
DANC 456,Choreographic Laboratory II,76733,Laboratory,A,01:00PM - 02:30PM,TR,"Sapozhnikov, A",103,Dance Studio
DANC 460,Dancing Techniques IV,72997,Laboratory,A,09:00AM - 10:30AM,MTWR,"D’ Orléans Juste, ROliver, C",103,Dance Studio
DANC 470,Dancing in Community III & IV,76938,Laboratory,A,09:00AM - 10:30AM,F,"Lewis, T",2500,Krannert Center for Perf Arts
DANC 474,Student Works Concert,79580,Laboratory,A,05:00PM - 06:20PM,TR,"Emadian, E",2500,Krannert Center for Perf Arts
DANC 475,Dance Research Methods,76940,Laboratory,A,02:30PM - 04:00PM,F,"Aprahamian, S",109,907 1/2 W Nevada
DANC 495,Senior Career Seminar,29815,Lecture-Discussion,A,01:00PM - 02:20PM,F,"Rizzuto, R",109,907 1/2 W Nevada
DANC 496,BA Senior Thesis Research,76155,Laboratory,A,02:30PM - 04:00PM,F,"Aprahamian, S",109,907 1/2 W Nevada
DANC 498,BFA Thesis Production,65088,Lecture-Discussion,A,10:35AM - 11:50AM,TR,"Gonzalez, GRizzuto, R",103,Dance Studio
DANC 516,Dancing Techniques Graduate Elective,76966,Laboratory,B,05:00PM - 06:20PM,TR,"Gonzalez, G",111,Dance Studio
DANC 516,Dancing Techniques Graduate Elective,77003,Laboratory,C,05:00PM - 06:20PM,MW,"Chiaramonte, L",103,Dance Studio
DANC 516,Dancing Techniques Graduate Elective,77006,Laboratory,F,01:00PM - 02:20PM,TR,"Tecza, A",2127,Krannert Center for Perf Arts
DANC 516,Dancing Techniques Graduate Elective,76955,Laboratory,G,09:00AM - 10:20AM,MW,"Henss, J",2127,Krannert Center for Perf Arts
DANC 516,Dancing Techniques Graduate Elective,76997,Studio,H,01:00PM - 02:20PM,TR,"Condon, e",111,Dance Studio
DANC 516,Dancing Techniques Graduate Elective,77000,Studio,I,11:00AM - 12:20PM,MW,"Sapozhnikov, A",103,Dance Studio
DANC 516,Dancing Techniques Graduate Elective,76991,Studio,J,05:00PM - 06:20PM,MW,"Aprahamian, S",2500,Krannert Center for Perf Arts
DANC 516,Dancing Techniques Graduate Elective,76963,Studio,K,01:00PM - 02:20PM,TR,"Owens, N",2500,Krannert Center for Perf Arts
DANC 516,Dancing Techniques Graduate Elective,76975,Studio,L,05:00PM - 06:20PM,MW,"Henss, J",111,Dance Studio
DANC 541,Contemporary Directions I,59813,Lecture,A,01:00PM - 02:50PM,MW,"Brandt, B",109,907 1/2 W Nevada
EALC 120,East Asian Civilizations,34320,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,,321,Gregory Hall
EALC 120,East Asian Civilizations,34321,Discussion/ Recitation,AD2,01:00PM - 01:50PM,F,,144,Armory
EALC 120,East Asian Civilizations,34322,Discussion/ Recitation,AD3,02:00PM - 02:50PM,W,,221,Gregory Hall
EALC 120,East Asian Civilizations,34323,Discussion/ Recitation,AD4,11:00AM - 11:50AM,F,,321,Gregory Hall
EALC 120,East Asian Civilizations,34324,Discussion/ Recitation,AD5,11:00AM - 11:50AM,W,,36,"Literatures, Cultures, & Ling"
EALC 120,East Asian Civilizations,34325,Discussion/ Recitation,AD6,01:00PM - 01:50PM,F,,331,Gregory Hall
EALC 120,East Asian Civilizations,34326,Lecture,AL1,10:00AM - 10:50AM,MW,"Shao, D",150,Animal Sciences Laboratory
EALC 130,The Chinese Language,40948,Lecture-Discussion,S,10:00AM - 10:50AM,MW,"Su, Y",259,English Building
EALC 207,Classical Chinese Lit,78717,Lecture-Discussion,YW,01:00PM - 02:20PM,TR,"Wang, Y",1112,"Literatures, Cultures, & Ling"
EALC 208,Chinese Cinema,79474,Lecture-Discussion,JC,12:00PM - 01:20PM,TR,"Chen, J",219,Gregory Hall
EALC 225,Japanese Religions: Thought and Practice,78360,Lecture,CC,11:00AM - 12:20PM,TR,"Callahan, C",150,English Building
EALC 230,Popular Cultures of Contemporary East Asia,74002,Lecture-Discussion,AD1,02:00PM - 02:50PM,MW,"Persiani, G",100,Gregory Hall
EALC 230,Popular Cultures of Contemporary East Asia,76399,Discussion/ Recitation,ADE,04:00PM - 04:50PM,F,"Persiani, GZhang, S",243,Armory
