Subject,Course Id,Name,Section Code,Start Date,End Date,Type,Start,End,Days,Room Number,Building,Instructors
TAM,210,Introduction to Statics,ADJ,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADK,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADL,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADM,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADN,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADO,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADP,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADQ,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADR,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADS,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADT,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,ADV,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F,0023,Sidney Lu Mech Engr Bldg,[]
TAM,210,Introduction to Statics,AL1,2024-08-26Z,2024-12-11Z,Lecture,12:00 PM,12:50 PM,MWF,0027/1025,Campus Instructional Facility,"['Admal, N']"
TAM,210,Introduction to Statics,AL2,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,MWF,0027/1025,Campus Instructional Facility,"['Halloran, K']"
TAM,211,Statics,ADA,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADB,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADC,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADD,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADE,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADG,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADH,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADI,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADJ,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADK,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADL,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADM,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADN,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADO,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADP,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,M,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADQ,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADR,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADS,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADT,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,ADV,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F,0023,Sidney Lu Mech Engr Bldg,[]
TAM,211,Statics,AL1,2024-08-26Z,2024-12-11Z,Lecture,12:00 PM,12:50 PM,MWF,0027/1025,Campus Instructional Facility,"['Admal, N']"
TAM,211,Statics,AL2,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,MWF,0027/1025,Campus Instructional Facility,"['Halloran, K']"
TAM,212,Introductory Dynamics,AD1,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD2,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD3,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD4,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,R,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD6,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD7,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD8,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AD9,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F,0023,Sidney Lu Mech Engr Bldg,[]
TAM,212,Introductory Dynamics,AE1,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,03:50 PM,MWF,100,Materials Science & Eng Bld,"['Matlack, K']"
TAM,251,Introductory Solid Mechanics,ADA,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,ADB,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,ADC,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,ADD,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,T,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,ADF,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,ADG,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,ADH,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,W,0023,Sidney Lu Mech Engr Bldg,[]
TAM,251,Introductory Solid Mechanics,AL1,2024-08-26Z,2024-12-11Z,Lecture,09:00 AM,09:50 AM,MWF,100,Materials Science & Eng Bld,"['Golecki, T']"
TAM,270,Design for Manufacturability,AB1,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:50 AM,M,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB2,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:50 PM,M,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB3,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,M,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB4,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,M,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB5,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:50 PM,M,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB6,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:50 AM,T,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB7,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:50 PM,T,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB8,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,T,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AB9,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:50 PM,T,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABA,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,01:50 PM,W,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABB,2024-08-26Z,2024-12-11Z,Laboratory,02:00 PM,03:50 PM,W,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABC,2024-08-26Z,2024-12-11Z,Laboratory,04:00 PM,05:50 PM,W,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABD,2024-08-26Z,2024-12-11Z,Laboratory,06:00 PM,07:50 PM,W,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABE,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,R,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABF,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,01:50 PM,R,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,ABG,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:50 PM,R,0023B,Sidney Lu Mech Engr Bldg,[]
TAM,270,Design for Manufacturability,AL1,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,03:50 PM,TR,114,David Kinley Hall,"['Clemon, M']"
TAM,324,Behavior of Materials,AB1,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,M,201,Talbot Laboratory,"['Kanel, N', 'Witte, A']"
TAM,324,Behavior of Materials,AB2,2024-08-26Z,2024-12-11Z,Laboratory,02:00 PM,03:50 PM,M,201,Talbot Laboratory,"['Kabir, H', 'Witte, A']"
TAM,324,Behavior of Materials,AB3,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,T,201,Talbot Laboratory,"['Abdelrahman, M', 'Dahal, S']"
TAM,324,Behavior of Materials,AB4,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,T,201,Talbot Laboratory,"['Abdelrahman, M', 'Sudharsan Rathna Kumar, -']"
TAM,324,Behavior of Materials,AB5,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,W,201,Talbot Laboratory,"['Tabassum, N', 'Witte, A']"
TAM,324,Behavior of Materials,AB6,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:50 PM,W,201,Talbot Laboratory,"['Abdelrahman, M', 'Farajnia, A']"
TAM,324,Behavior of Materials,AB7,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,09:50 AM,F,201,Talbot Laboratory,"['Abdelrahman, M', 'Polavaram, K']"
TAM,324,Behavior of Materials,AL1,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,MW,1017,Civil & Envir Eng Bldg,"['Garg, N']"
TAM,335,Introductory Fluid Mechanics,ABA,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,01:50 PM,M,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABB,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,09:50 AM,M,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABC,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,T,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABD,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,T,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABE,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,T,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABF,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,W,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABG,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,01:50 PM,W,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABH,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,M,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABJ,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,F,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABK,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,R,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABL,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,R,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABM,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,R,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABN,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,01:50 PM,F,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,ABO,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:50 PM,M,126,Talbot Laboratory,[]
TAM,335,Introductory Fluid Mechanics,AL1,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,02:50 PM,MWF,2100,Sidney Lu Mech Engr Bldg,[]
TAM,335,Introductory Fluid Mechanics,AL2,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,03:50 PM,MWF,2100,Sidney Lu Mech Engr Bldg,"['Tang, K']"
TAM,413,Fund of Engrg Acoustics,G4,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,MWF,2017,Electrical & Computer Eng Bldg,"['Oelze, M']"
TAM,413,Fund of Engrg Acoustics,U3,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,MWF,2017,Electrical & Computer Eng Bldg,"['Oelze, M']"
TAM,416,Introduction to Nonlinear Dynamics and Vibrations,GR4,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,MW,410C1,Engineering Hall,"['Vakakis, A']"
TAM,416,Introduction to Nonlinear Dynamics and Vibrations,UG4,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,MW,410C1,Engineering Hall,"['Vakakis, A']"
TAM,424,Mechanics of Structural Metals,GR,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:20 PM,MW,3100,Sidney Lu Mech Engr Bldg,"['Tawfick, S']"
TAM,424,Mechanics of Structural Metals,UG,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:20 PM,MW,3100,Sidney Lu Mech Engr Bldg,"['Tawfick, S']"
TAM,435,Intermediate Fluid Mechanics,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:50 PM,MW,2045,Sidney Lu Mech Engr Bldg,"['Feng, J']"
TAM,451,Intermediate Solid Mechanics,C,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,11:50 AM,MW,2045,Sidney Lu Mech Engr Bldg,"['Faghir Hagh, V']"
TAM,470,Computational Mechanics,E3,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,218,Ceramics Building,"['Mercer, B']"
TAM,470,Computational Mechanics,E4,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,218,Ceramics Building,"['Mercer, B']"
TAM,500,Seminar,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,05:50 PM,TR,1404,Siebel Center for Comp Sci,"['Sofronis, P']"
TAM,529,Viscoelasticity Theory,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,10:20 AM,MW,106B6,Engineering Hall,"['Chasiotis, I']"
TAM,531,Inviscid Flow,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:50 PM,TR,3117,Everitt Laboratory,"['Pearlstein, A']"
TAM,537,Experimental Fluid Mechanics,K,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,MW,2045,Sidney Lu Mech Engr Bldg,"['Chamorro Chavez, L']"
TAM,539,Fluid Mechanics Seminar,C,2024-08-26Z,2024-12-11Z,Conference,12:00 PM,12:50 PM,F,2045,Sidney Lu Mech Engr Bldg,"['Chamorro Chavez, L']"
TAM,541,Mathematical Methods I,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:50 PM,MW,112,Transportation Building,"['Hilgenfeldt, S']"
TAM,545,Advanced Continuum Mechanics,KP,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,MW,113,Davenport Hall,"['Starzewski, M']"
TAM,549,Asymptotic Methods,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:50 PM,MW,305,Materials Science & Eng Bld,"['Matalon, M']"
TAM,551,Solid Mechanics I,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,11:50 AM,TR,3100,Sidney Lu Mech Engr Bldg,"['Sofronis, P']"
TAM,598,Advanced Special Topics,CML,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,TR,2051,Sidney Lu Mech Engr Bldg,"['Luetkemeyer, C']"
TAM,598,Advanced Special Topics,EE,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,TR,2045,Sidney Lu Mech Engr Bldg,"['Ertekin, E']"
TE,100,"Introduction to Innovation, Leadership and Engineering Entrepreneurship",A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,T,2320,Digital Computer Laboratory,"['Jahnke, K']"
TE,110,Communicating and Presenting in Engineering,EB,2024-10-21Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MW,4039,Campus Instructional Facility,"['Amos, J']"
TE,200,Introduction to Innovation,B4,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,W,94AB,Illinois Street Residence Lng,"['Koon, S']"
TE,200,Introduction to Innovation,B5,2024-08-26Z,2024-12-11Z,Discussion/Recitation,05:00 PM,05:50 PM,W,94AB,Illinois Street Residence Lng,"['Koon, S']"
TE,200,Introduction to Innovation,B6,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,T,94AB,Illinois Street Residence Lng,[]
TE,200,Introduction to Innovation,B7,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,T,94AB,Illinois Street Residence Lng,[]
TE,200,Introduction to Innovation,D1,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,W,89,Illinois Street Residence Lng,"['Koon, S']"
TE,200,Introduction to Innovation,D2,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,W,89,Illinois Street Residence Lng,"['Kasdan, T']"
TE,200,Introduction to Innovation,D3,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,W,94AB,Illinois Street Residence Lng,"['Kasdan, T']"
TE,200,Introduction to Innovation,D4,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,W,94AB,Illinois Street Residence Lng,"['Koon, S']"
TE,200,Introduction to Innovation,D5,2024-08-26Z,2024-12-11Z,Discussion/Recitation,05:00 PM,05:50 PM,W,94AB,Illinois Street Residence Lng,"['Koon, S']"
TE,200,Introduction to Innovation,D6,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,T,94AB,Illinois Street Residence Lng,[]
TE,200,Introduction to Innovation,D7,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,T,94AB,Illinois Street Residence Lng,[]
TE,230,Design Thinking/Need-Finding,CLD,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR,1050,Siebel Center for Design,[]
TE,250,From Idea to Enterprise,1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,W,2039,Campus Instructional Facility,"['Thode, J']"
TE,333,"Creativity, Innovation, Vision",C2,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR,2320,Digital Computer Laboratory,"['Jahnke, K']"
TE,360,Lectures in Engineering Entrepreneurship,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:30 PM,T,1320,Digital Computer Laboratory,"['Wilson, G']"
TE,450,"Startups: Incorporation, Funding, Contracts, & Intellectual Property",JB,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,03:20 PM,R,106B6,Engineering Hall,"['Barich, J']"
TE,460,Lectures in Engineering Entrepreneurship,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:30 PM,T,1320,Digital Computer Laboratory,"['Wilson, G']"
TE,461,Technology Entrepreneurship,A,2024-08-26Z,2024-10-18Z,Lecture-Discussion,09:00 AM,10:50 AM,MW,1035,Campus Instructional Facility,"['Lilly, B']"
TE,510,Advanced Creativity,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,2320,Digital Computer Laboratory,"['Jahnke, K']"
TE,567,Venture Funded Startups,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,R,1035,Campus Instructional Facility,"['Chopra, S']"
TE,598,Special Topics IV,MDD,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:50 PM,T,ARR,Digital Computer Laboratory,"['Moore, E']"
THEA,110,Broadway Musicals,AL1,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,02:50 PM,MF,217,Noyes Laboratory,"['Morrissette, J']"
THEA,110,Broadway Musicals,AY1,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,02:00 PM,02:50 PM,W,226,Wohlers Hall,"['Morrissette, J']"
THEA,110,Broadway Musicals,AY2,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,02:00 PM,02:50 PM,W,393,Bevier Hall,"['Morrissette, J']"
THEA,119,BFA Production Seminar,AET,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,W,4114,Krannert Center for Perf Arts,"['Alguire, E']"
THEA,119,BFA Production Seminar,LTG,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,W,3607,Krannert Center for Perf Arts,"['Murray, B', 'Perry, R']"
THEA,119,BFA Production Seminar,SDS,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:20 PM,T,4118,Krannert Center for Perf Arts,"['Huffman, R']"
THEA,119,BFA Production Seminar,SND,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,F,3604,Krannert Center for Perf Arts,"['LaBau, A', 'Scholwin, R']"
THEA,119,BFA Production Seminar,STS,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:30 AM,09:50 AM,F,4503,Krannert Center for Perf Arts,"['Ito, T', 'Reynolds, B', 'Schultz, R']"
THEA,121,Theatre Foundations: Performance,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,08:30 AM,09:50 AM,MWF,2310,Krannert Center for Perf Arts,[]
THEA,123,Theatre Foundations: Production,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW,2317,Krannert Center for Perf Arts,"['Miguens, M']"
THEA,126,Stagecraft,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,08:30 AM,09:50 AM,TR,4506,Krannert Center for Perf Arts,"['Alguire, E', 'Grenier, M']"
THEA,153,Introduction to Theatre Sound,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,10:00 AM,10:50 AM,MWF,3601,Krannert Center for Perf Arts,"['LaBau, A']"
THEA,170,Fundamentals of Acting I,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:30 AM,11:50 AM,MW,160,Armory,[]
THEA,170,Fundamentals of Acting I,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:30 AM,11:50 AM,TR,160,Armory,[]
THEA,170,Fundamentals of Acting I,LT,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,10:20 AM,MW,160,Armory,[]
THEA,211,Introduction to Playwriting,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:50 PM,MW,4506,Krannert Center for Perf Arts,"['Miller, T']"
THEA,218,Intro to Social Issues Theatre,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,01:00 PM,02:50 PM,MW,40,Allen Residence Hall,"['Enslin, M']"
THEA,220,Survey of Theatrical Design,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,03:00 PM,04:50 PM,W,4503,Krannert Center for Perf Arts,"['Huffman, R']"
THEA,220,Survey of Theatrical Design,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,03:00 PM,04:50 PM,M,4118,Krannert Center for Perf Arts,"['Huffman, R']"
THEA,225,Scenographic Drafting,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,10:50 AM,W,4118,Krannert Center for Perf Arts,"['Neale, S']"
